logFC AveExpr t P.Value adj.P.Val B Symbol ENSG_id
ENSG00000269910.1 -0.817217389691099 1.39130511494664 -8.12647573269471 2.2327103967534e-15 4.93051492508297e-15 23.3885046858782 RP11-73M18.10 ENSG00000269910.1
ENSG00000276570.1 -0.731007227967804 -0.196636821244788 -8.08742893717564 2.98899677830825e-15 6.56735501268794e-15 23.1008788767439 CTD-2587H24.14 ENSG00000276570.1
ENSG00000237883.1 0.935277323659641 0.828080527990064 8.06097020735097 3.63999715349448e-15 7.9793298716135e-15 22.9066224276866 DGUOK-AS1 ENSG00000237883.1
ENSG00000272112.1 -0.776156178162278 0.150386798445798 -8.05667635740728 3.75809524393332e-15 8.23230082512964e-15 22.8751466568621 CTB-113P19.5 ENSG00000272112.1
ENSG00000215769.8 -0.9029438466163 2.09235511155936 -8.03724458193973 4.34158772952046e-15 9.49411135519418e-15 22.7328750048781 RP13-104F24.2 ENSG00000215769.8
ENSG00000226067.6 0.79519176902616 2.46205650009703 8.03329059428296 4.47083100112449e-15 9.76833671185248e-15 22.7039599437391 LINC00623 ENSG00000226067.6
ENSG00000237945.7 1.06958174668628 -0.168728001389537 8.02190304458277 4.86464353850181e-15 1.06272572218023e-14 22.6207492290096 LINC00649 ENSG00000237945.7
ENSG00000278978.1 1.01803714497372 1.4932174087502 8.01172596478974 5.24543860960787e-15 1.14394804845701e-14 22.5464654974877 RP11-164P12.5 ENSG00000278978.1
ENSG00000227258.5 1.48429244156191 0.378085871595936 8.01318049811909 5.27612319876815e-15 1.15047540590635e-14 22.5415083517849 SMIM2-AS1 ENSG00000227258.5
ENSG00000230163.1 -0.674967013004384 0.251661469675605 -7.98525987870713 6.37890443702601e-15 1.38500124091705e-14 22.353648582826 RP5-997D16.2 ENSG00000230163.1
ENSG00000279095.1 0.683005774792858 1.76452261129175 7.97604442761067 6.8277601260315e-15 1.48140350906856e-14 22.2866329808152 AC092066.1 ENSG00000279095.1
ENSG00000203993.4 -0.743671106320102 2.74216430278929 -7.97480029338251 6.89069743366102e-15 1.49463371748186e-14 22.2775903933804 ARRDC1-AS1 ENSG00000203993.4
ENSG00000257621.7 -0.80898792128945 4.25278348147085 -7.95765715251913 7.81847359118046e-15 1.6927450274405e-14 22.1531090669102 PSMA3-AS1 ENSG00000257621.7
ENSG00000271754.1 1.40956997828401 -0.575263840339155 7.89021553939439 1.28241326363331e-14 2.75189398462881e-14 21.6655367074719 RP3-337H4.9 ENSG00000271754.1
ENSG00000228288.6 0.724759015575287 0.822873089069036 7.88725591986621 1.31046573035973e-14 2.81169545944271e-14 21.6442183536993 PCAT6 ENSG00000228288.6
ENSG00000243004.5 0.768856258009002 2.46496586479183 7.8701096508274 1.48530254872404e-14 3.18055732464699e-14 21.520842450645 AC005062.2 ENSG00000243004.5
ENSG00000247516.4 -0.958671553627345 1.7489628307903 -7.86852539589813 1.50257288429069e-14 3.21708762804976e-14 21.5094541395746 MIR4458HG ENSG00000247516.4
ENSG00000223478.1 0.816635065630241 1.09515782715847 7.83990129127393 1.85100988798696e-14 3.95091028980565e-14 21.3040180572519 RP11-545E17.3 ENSG00000223478.1
ENSG00000259366.1 -0.783495461257511 0.18408635388446 -7.83552330320081 1.91090235326815e-14 4.07703711875603e-14 21.2726516833064 CTD-2647L4.4 ENSG00000259366.1
ENSG00000224259.5 1.41682239762707 2.41744188162842 7.83079717929459 2.02329891964411e-14 4.31141570319471e-14 21.217491232234 LINC01133 ENSG00000224259.5
ENSG00000272140.2 -0.734092808846243 0.181486046054552 -7.82150533392581 2.11582055089296e-14 4.50668004801341e-14 21.1723165768333 RP11-574K11.29 ENSG00000272140.2
ENSG00000214194.8 0.743835900801976 4.33256779315894 7.73160911206513 4.05213554387682e-14 8.54392919444932e-14 20.5324166890159 LINC00998 ENSG00000214194.8
ENSG00000269439.5 -0.704087017953145 0.49419280938143 -7.69318591362763 5.33957250302769e-14 1.12073718400781e-13 20.2607880656461 CTD-3131K8.2 ENSG00000269439.5
ENSG00000233593.6 -0.996439004593844 -0.441936066180336 -7.68630467059245 5.60938270132767e-14 1.17655895928439e-13 20.2122608367215 RP4-665J23.1 ENSG00000233593.6
ENSG00000239467.5 1.00334633546686 -0.0718176901022801 7.66695880849143 6.44199816948713e-14 1.34767803175434e-13 20.076025759778 AC007405.6 ENSG00000239467.5
ENSG00000257303.1 -0.811936423825413 1.3195828862461 -7.6595251659072 6.7933468934243e-14 1.42020702835669e-13 20.0237536081927 RP11-977G19.11 ENSG00000257303.1
ENSG00000273306.1 -0.761414120822547 -0.045323039529216 -7.65087635876484 7.22594203908603e-14 1.50878381886473e-13 19.9629898649909 RP11-527J8.1 ENSG00000273306.1
ENSG00000245910.8 0.907059698678914 7.02068271656238 7.64939942618232 7.30248084599366e-14 1.52434791058612e-13 19.952619137832 SNHG6 ENSG00000245910.8
ENSG00000247400.3 0.677870507178687 0.051771134749205 7.649235005987 7.31105081849874e-14 1.52592803716238e-13 19.9514647152614 DNAJC3-AS1 ENSG00000247400.3
ENSG00000221817.9 -0.668700886947388 1.47169550933387 -7.60919953635487 9.7218343992208e-14 2.02107636631389e-13 19.670985851928 PPP3CB-AS1 ENSG00000221817.9
ENSG00000261613.2 -0.717458116221777 1.22757727088437 -7.56930868010208 1.28988067471676e-13 2.6695332645237e-13 19.3927448243018 RP11-20I23.13 ENSG00000261613.2
ENSG00000279799.1 -0.831452901516064 0.341915900729377 -7.56269856701733 1.35159972841534e-13 2.79461288384062e-13 19.3467572079325 AC006077.3 ENSG00000279799.1
ENSG00000272993.1 -0.90849091882851 0.757302130860659 -7.5614739961859 1.36334879972636e-13 2.81814172626363e-13 19.3382413690033 RP11-196G18.24 ENSG00000272993.1
ENSG00000266469.1 0.643861969980255 2.74608876280408 7.55401488916009 1.43711823775321e-13 2.96821536920189e-13 19.2863946484982 CTB-131K11.1 ENSG00000266469.1
ENSG00000274925.1 -0.812400020210652 -0.0801369651968742 -7.53275537106255 1.6696272600225e-13 3.44237922038698e-13 19.1388595931435 CTD-2547G23.4 ENSG00000274925.1
ENSG00000269867.1 0.736746527442185 1.36794896100382 7.50655271376977 2.00763906599311e-13 4.12700902192762e-13 18.9575008168278 CTD-2583A14.8 ENSG00000269867.1
ENSG00000254614.2 0.827164723809154 1.36176634469477 7.49309125649075 2.20663994948282e-13 4.52754437516617e-13 18.8645353203472 AP003068.23 ENSG00000254614.2
ENSG00000226688.6 0.649174824596944 1.03512627851297 7.47682646068961 2.47312246658625e-13 5.06069526864832e-13 18.7523970385005 ENTPD1-AS1 ENSG00000226688.6
ENSG00000236778.7 -0.728254557375124 0.658290371542496 -7.47672799100911 2.47482858915528e-13 5.06350725959814e-13 18.7517187596887 INTS6-AS1 ENSG00000236778.7
ENSG00000230606.10 -0.964810038709203 3.22277525764308 -7.46903215427143 2.6207799948096e-13 5.35565958751782e-13 18.6955479637141 AC159540.1 ENSG00000230606.10
ENSG00000275185.1 1.60545000465006 0.134601106540182 7.45901183273464 2.84891649803927e-13 5.81563243377345e-13 18.6141891782731 RP13-753N3.3 ENSG00000275185.1
ENSG00000270820.5 -0.68441163172 1.50730526545156 -7.44868431899906 3.01100708619953e-13 6.13994293543295e-13 18.5588544478794 RP11-355B11.2 ENSG00000270820.5
ENSG00000225434.2 1.01824385055923 -0.136676460286266 7.44376163750773 3.11626859674291e-13 6.3494961190481e-13 18.5250627554914 LINC01504 ENSG00000225434.2
ENSG00000224272.2 1.68807506073908 0.38897080905158 7.44263796562457 3.20215340690463e-13 6.52013484014016e-13 18.4993846085967 AC114730.3 ENSG00000224272.2
ENSG00000272540.1 -0.792989005274941 0.352664679213685 -7.39530210459473 4.36629513633033e-13 8.85153917670688e-13 18.193418743878 XXbac-BPG252P9.9 ENSG00000272540.1
ENSG00000250132.6 -0.716014867264163 0.234994157616414 -7.37479271700914 5.03353248247664e-13 1.01879445429456e-12 18.0536089559865 RP11-359B12.2 ENSG00000250132.6
ENSG00000279267.1 -0.636734305866726 0.223384409752114 -7.35351396707191 5.83179452281247e-13 1.17677282335323e-12 17.9089015629434 RP11-395L14.18 ENSG00000279267.1
ENSG00000227028.6 -1.19035214920699 0.153090192316793 -7.34956418817024 6.00512312853268e-13 1.21014733587538e-12 17.8802235403812 SLC8A1-AS1 ENSG00000227028.6
ENSG00000230733.2 0.607198240849248 0.998084182198871 7.32759351269971 6.97387440389314e-13 1.40222029829168e-12 17.7331061816332 AC092171.4 ENSG00000230733.2
ENSG00000278864.1 -0.808306319579273 -0.0208467259669624 -7.31737718634957 7.48215252293293e-13 1.50164763501305e-12 17.6639624150503 RP11-45M22.2 ENSG00000278864.1
ENSG00000272953.1 -1.00076969194172 -0.310201479843691 -7.31139412242393 7.79656144209589e-13 1.56351445772542e-12 17.6235071988792 RP11-1275H24.2 ENSG00000272953.1
ENSG00000263335.1 -0.775252873010713 0.861299614470074 -7.30441466205563 8.17978158406582e-13 1.63864173427346e-12 17.5763501850697 AF001548.5 ENSG00000263335.1
ENSG00000258634.3 -0.629699518200016 1.06513606218068 -7.29602929945743 8.66475905116935e-13 1.73465747146442e-12 17.5197446542259 RP4-773N10.4 ENSG00000258634.3
ENSG00000276077.4 0.975985459021867 2.07681056946789 7.28393429251136 9.45717064751397e-13 1.89007124627048e-12 17.4340059427894 CH507-254M2.2 ENSG00000276077.4
ENSG00000274213.1 1.08403984231959 1.45789976477019 7.25808786160625 1.13298424896414e-12 2.25871337139938e-12 17.256693333826 RP11-670E13.6 ENSG00000274213.1
ENSG00000229719.3 1.97998057851679 0.36461310765695 7.25582728497616 1.16337172002056e-12 2.31868769126125e-12 17.2313192371135 AP001187.9 ENSG00000229719.3
ENSG00000247137.8 -0.689217493967444 1.3798895307207 -7.21812688784821 1.4758116502433e-12 2.93068298938578e-12 16.9965043244937 RP11-727A23.5 ENSG00000247137.8
ENSG00000225361.3 0.811809123891735 0.437645587119391 7.20907697825979 1.56951934887013e-12 3.11514671701975e-12 16.9360294241267 PPP1R26-AS1 ENSG00000225361.3
ENSG00000274460.1 -0.812941463899605 -0.0563548971184336 -7.19892650736797 1.68159400705327e-12 3.33368636485999e-12 16.8682770587773 CTD-2649C14.2 ENSG00000274460.1
ENSG00000260552.1 0.869721233361769 1.04229082883151 7.19875862112896 1.68351232636763e-12 3.33705568330797e-12 16.8671571354846 RP11-49I11.1 ENSG00000260552.1
ENSG00000163364.9 -0.846961846163472 0.5397135157001 -7.19490827291161 1.72810292689307e-12 3.42233028037826e-12 16.8414786222363 LINC01116 ENSG00000163364.9
ENSG00000239569.3 -0.685921750997017 1.13860674128896 -7.18449928820692 1.85454399720371e-12 3.66987529865645e-12 16.7721182665301 KMT2E-AS1 ENSG00000239569.3
ENSG00000231663.1 -0.719251098962012 -0.194271402872258 -7.17937096448255 1.92014112501993e-12 3.79574353533485e-12 16.73797712478 RP5-827C21.4 ENSG00000231663.1
ENSG00000269925.1 -0.947825150852154 -0.346495790421757 -7.14432893120987 2.43359734189809e-12 4.79397306955777e-12 16.5052462352587 RP3-467L1.6 ENSG00000269925.1
ENSG00000218537.1 0.654323852797891 0.413698040193868 7.11415811974682 2.98213663463621e-12 5.85639731737583e-12 16.3056469639708 MIF-AS1 ENSG00000218537.1
ENSG00000229334.1 0.729592584374505 -0.0349716679242564 7.11392359773872 2.98684401639588e-12 5.86488678982098e-12 16.3040982795294 AC046143.3 ENSG00000229334.1
ENSG00000273680.1 -0.632942735771556 0.227281944444717 -7.09367506194156 3.42204550186741e-12 6.70046260184667e-12 16.1705502181438 RP11-996F15.6 ENSG00000273680.1
ENSG00000272341.1 -0.770650448131326 0.307070873385746 -7.07333578590317 3.92179318661152e-12 7.67306730047797e-12 16.0367318521011 RP1-151F17.2 ENSG00000272341.1
ENSG00000233223.2 -0.734337324998846 2.97849627972103 -7.06804793947783 4.06305305307057e-12 7.94232115896868e-12 16.0019954030548 AC113189.5 ENSG00000233223.2
ENSG00000280279.1 -0.743472971844924 0.895702647042411 -7.06188237832897 4.23408179826031e-12 8.27240238632954e-12 15.9615212672858 RP11-1228E12.1 ENSG00000280279.1
ENSG00000242588.5 -0.782095973383958 1.74155071558717 -7.05732715961964 4.36496541068549e-12 8.52484282934414e-12 15.931637757557 RP11-274B21.14 ENSG00000242588.5
ENSG00000254343.2 -0.799322655489416 1.06566475123611 -7.01761873070172 5.68771674644803e-12 1.10614634073259e-11 15.6718402076968 RP11-760H22.2 ENSG00000254343.2
ENSG00000268220.1 -0.718335007114851 2.32929965172079 -6.95539340441107 8.59030352421173e-12 1.66026960929748e-11 15.2672578679866 RP11-379K17.12 ENSG00000268220.1
ENSG00000271787.1 -1.84682483685784 0.676086851597537 -6.95728470381086 8.6254278082642e-12 1.66684698777642e-11 15.264280412246 RP11-254F7.3 ENSG00000271787.1
ENSG00000267469.1 -1.64385209659094 2.92520051344566 -6.95660123777933 8.66529585804434e-12 1.67433930733966e-11 15.259762561311 AC005944.2 ENSG00000267469.1
ENSG00000273145.1 0.61510266240767 0.222147696132838 6.88295843345552 1.38293987667029e-11 2.65067820311664e-11 14.800206125257 CITF22-92A6.1 ENSG00000273145.1
ENSG00000273456.1 -0.692892638114858 0.105473773923238 -6.86719393152645 1.53310730507653e-11 2.9326083935978e-11 14.6991180537178 RP11-686O6.2 ENSG00000273456.1
ENSG00000273270.1 -0.562867043715477 -0.17402362526711 -6.82385031513205 2.03341286326011e-11 3.86731245842575e-11 14.422215780678 RP11-212P7.2 ENSG00000273270.1
ENSG00000270696.1 0.548192633444823 1.6777953958816 6.81952668907192 2.09134290778634e-11 3.97600150277674e-11 14.3946774047363 RP11-342K6.1 ENSG00000270696.1
ENSG00000261526.2 -0.665562621825576 1.4868885290189 -6.81285458979952 2.1839309274879e-11 4.14737536397709e-11 14.3522106242981 CTB-31O20.2 ENSG00000261526.2
ENSG00000230724.9 -0.73425445686996 3.00464219756062 -6.80603839280467 2.28266997489234e-11 4.32949527128965e-11 14.3088638868119 LINC01001 ENSG00000230724.9
ENSG00000257764.2 2.85431652200185 -0.529971664663145 6.77441131827893 2.84426116483095e-11 5.37460721782437e-11 14.0942645944668 RP11-1143G9.4 ENSG00000257764.2
ENSG00000280120.1 -0.613652156610727 1.478469332138 -6.76484457900412 2.97964996635951e-11 5.62695719693171e-11 14.0476981973906 RP11-546D6.3 ENSG00000280120.1
ENSG00000279399.1 2.45693774723197 -2.66136212788899 6.75639937113569 3.14642721561817e-11 5.93676526583243e-11 13.9943262230081 RP11-369J21.12 ENSG00000279399.1
ENSG00000267007.1 2.42712156244363 -0.90164129421903 6.7507942956691 3.30958776579134e-11 6.23999028144196e-11 13.9457293160229 CTB-31O20.3 ENSG00000267007.1
ENSG00000234741.7 0.817474283522271 7.81474900805471 6.72813498406841 3.77397736132709e-11 7.09714307779151e-11 13.8161225735955 GAS5 ENSG00000234741.7
ENSG00000236859.6 -0.589373549004325 1.39577203324173 -6.71330728890883 4.15072240117136e-11 7.78739026317417e-11 13.7228955050695 NIFK-AS1 ENSG00000236859.6
ENSG00000271858.5 -0.665691782662505 0.791643951539286 -6.6695962268996 5.48914174020142e-11 1.02505639915256e-10 13.4491105815212 CYB561D2 ENSG00000271858.5
ENSG00000204623.8 -0.622268373764617 0.272968454431768 -6.62302746855496 7.3806565208189e-11 1.37307213689137e-10 13.159142611302 ZNRD1-AS1 ENSG00000204623.8
ENSG00000257386.1 2.61301766453442 -0.981413983043307 6.61636655330406 7.80483948067483e-11 1.45074724354447e-10 13.1053547006744 RP11-56G10.2 ENSG00000257386.1
ENSG00000270010.1 0.948731994295244 -0.455167724719311 6.58925569594912 9.13860168703223e-11 1.69496646295533e-10 12.9499674828724 CTD-2132N18.4 ENSG00000270010.1
ENSG00000230513.1 -0.662664230469572 0.367905637094917 -6.58119981656322 9.61510708538123e-11 1.78137549899794e-10 12.9002092263187 THAP7-AS1 ENSG00000230513.1
ENSG00000170919.15 -0.717011586823087 3.65331745697582 -6.52360282699415 1.38077363986263e-10 2.54085667986784e-10 12.5460066819772 TPT1-AS1 ENSG00000170919.15
ENSG00000269983.1 -0.632948569743156 2.50383345151717 -6.52205967544445 1.39417572103458e-10 2.56489997882086e-10 12.5365543442944 RP11-497H16.9 ENSG00000269983.1
ENSG00000265666.1 -0.53913013705752 0.983095697649032 -6.51271610504709 1.4780874560889e-10 2.71763578915706e-10 12.4793636349171 RARA-AS1 ENSG00000265666.1
ENSG00000262477.1 0.64236515376473 0.449693410695115 6.51087603065912 1.49518616667656e-10 2.74841125107254e-10 12.4681092704468 AC021224.1 ENSG00000262477.1
ENSG00000273784.4 0.570777375817036 0.575529076621522 6.51068975417606 1.49692788360196e-10 2.75128130895758e-10 12.4669701114832 RP11-78J21.7 ENSG00000273784.4
ENSG00000253716.5 0.664792764840338 2.9679603644192 6.51010366243709 1.50242091420976e-10 2.76071200268247e-10 12.463386100776 LINC01604 ENSG00000253716.5
ENSG00000215447.7 -0.614203591944154 0.0558660633750451 -6.50823646382415 1.52005283817307e-10 2.79277442446467e-10 12.4519698787442 BX322557.10 ENSG00000215447.7
ENSG00000278970.1 -0.628292717820564 3.76913554770563 -6.4773636958493 1.84273464830672e-10 3.37465991115473e-10 12.2636277858038 HEIH ENSG00000278970.1
ENSG00000271430.1 -0.688293742580159 1.49444228497008 -6.45795350500395 2.07900637221006e-10 3.79686845541297e-10 12.1456170638739 RP3-368A4.5 ENSG00000271430.1
ENSG00000272345.1 0.555799859415409 0.326034920570884 6.45505846097868 2.11669851972685e-10 3.86431736697381e-10 12.1280423631803 RP1-30M3.5 ENSG00000272345.1
ENSG00000280400.1 -1.39102512126785 -0.149835057120585 -6.44136011393265 2.32331205658876e-10 4.23341201902312e-10 12.0375336900047 RP11-20G6.1 ENSG00000280400.1
ENSG00000260257.2 -0.672257199034927 1.76724141896891 -6.43762662298632 2.3582084621365e-10 4.29597206709964e-10 12.0223669023088 RP5-1085F17.3 ENSG00000260257.2
ENSG00000280206.1 0.683537017968031 2.62200926630769 6.43743090076092 2.36106768681833e-10 4.30066717163148e-10 12.0211818204512 CTB-193M12.5 ENSG00000280206.1
ENSG00000269899.1 1.55374177111742 -0.00988705734338496 6.41600603098982 2.72486361936597e-10 4.94913614875912e-10 11.8818188231725 RP11-589N15.2 ENSG00000269899.1
ENSG00000269427.1 -0.683599712760776 1.71560783939573 -6.39669278656247 3.03634094301172e-10 5.50176755976289e-10 11.7752065940914 CTC-429P9.1 ENSG00000269427.1
ENSG00000272645.2 -0.694455662296223 1.55938848899381 -6.39454700106973 3.07672373866956e-10 5.57361603531697e-10 11.7622885656439 RP11-504P24.8 ENSG00000272645.2
ENSG00000196810.4 0.544475382859816 2.10945823748264 6.37749081984749 3.4169641784015e-10 6.17448251370902e-10 11.6597430986196 CTBP1-AS2 ENSG00000196810.4
ENSG00000240801.1 -1.38306761112879 3.34907461325969 -6.35377255804431 3.99826557339603e-10 7.20087254079559e-10 11.5070171991374 AC132217.4 ENSG00000240801.1
ENSG00000256643.1 2.56273818432734 -1.70081562104214 6.35036038013152 4.07788899843499e-10 7.34106639970802e-10 11.487658456881 RP11-349K16.1 ENSG00000256643.1
ENSG00000264920.1 -0.642988801991225 2.15367541892762 -6.33791052622864 4.3546602380891e-10 7.83376673726995e-10 11.4227091597953 RP11-6N17.4 ENSG00000264920.1
ENSG00000182648.11 0.660864560984411 2.77574637940385 6.33680001625763 4.3843089271079e-10 7.88617293751103e-10 11.416077460192 LINC01006 ENSG00000182648.11
ENSG00000261716.1 -0.623024823824665 0.986234607175008 -6.33426138444598 4.45282969556429e-10 8.00564726055784e-10 11.4009212154182 RP11-196G18.22 ENSG00000261716.1
ENSG00000226950.6 0.685012838716561 5.4565137145993 6.33097850125214 4.54299383857614e-10 8.16582667697408e-10 11.3813295671823 DANCR ENSG00000226950.6
ENSG00000264207.1 -0.651835238515952 0.81817836927237 -6.32024220828657 4.85051519885183e-10 8.71037190800291e-10 11.3173200146233 RP11-196G18.23 ENSG00000264207.1
ENSG00000241764.3 0.578042578163318 1.49825693233029 6.30783610432546 5.2312714081863e-10 9.3819710006915e-10 11.2434747187893 AC002467.7 ENSG00000241764.3
ENSG00000224152.1 -0.522885581656678 0.776249119911249 -6.30100957971585 5.45309660895621e-10 9.77520432075522e-10 11.2028956919521 AC009506.1 ENSG00000224152.1
ENSG00000225855.6 -0.713787719109498 1.96283557245574 -6.29064415104391 5.80761316420038e-10 1.03948303202953e-09 11.1413546368741 RUSC1-AS1 ENSG00000225855.6
ENSG00000275496.4 0.967171670593998 1.40162575783624 6.28841888063829 5.91955315689637e-10 1.05927018660943e-09 11.1231184929832 CH507-24F1.2 ENSG00000275496.4
ENSG00000247828.7 -0.622832815313355 2.85287246352034 -6.27954660971917 6.21215487265623e-10 1.1108477620721e-09 11.0755663392297 TMEM161B-AS1 ENSG00000247828.7
ENSG00000257553.1 0.565045890987722 2.59146690175313 6.27641519337481 6.33120581111742e-10 1.13187090880811e-09 11.0570213245649 RP11-603J24.17 ENSG00000257553.1
ENSG00000225791.6 0.508469452779967 1.35571150084911 6.21998037510357 8.90165510189487e-10 1.58195187068274e-09 10.7242061510041 TRAM2-AS1 ENSG00000225791.6
ENSG00000280153.1 -0.672241258991643 0.132872721872266 -6.2139742981818 9.22898138038249e-10 1.63916766745529e-09 10.6889432979543 RP11-876N24.3 ENSG00000280153.1
ENSG00000259342.1 2.00879491000857 -0.468085610387075 6.20041558689103 1.01183830634157e-09 1.79504516376796e-09 10.5999181520031 RP11-519G16.5 ENSG00000259342.1
ENSG00000256546.1 -0.94815131302112 1.39597681643117 -6.17667209948172 1.16015707858025e-09 2.05267875594313e-09 10.4659632387898 AC156455.1 ENSG00000256546.1
ENSG00000272368.2 -0.542277143884095 0.294546275150063 -6.14841455781388 1.36619387190615e-09 2.40884044335741e-09 10.305998282437 RP4-605O3.4 ENSG00000272368.2
ENSG00000261487.1 0.619249615971711 0.599377862672679 6.14636261342249 1.38299234587259e-09 2.43789556693856e-09 10.2940708486249 AC135048.13 ENSG00000261487.1
ENSG00000228830.1 0.633180053881231 4.92253836605961 6.1277387108633 1.54498043046342e-09 2.71873070327829e-09 10.1859768991834 RP4-781K5.2 ENSG00000228830.1
ENSG00000261643.1 -0.53332346372538 0.144018643189593 -6.06683887687273 2.21492535735486e-09 3.87662761891331e-09 9.83455324016142 RP11-529E10.6 ENSG00000261643.1
ENSG00000225470.6 0.57421454343351 3.75155774845593 6.02110815026262 2.89708632784746e-09 5.04509725243299e-09 9.57272366445063 JPX ENSG00000225470.6
ENSG00000275854.1 -0.561283035742947 0.43902791634698 -6.00011971785534 3.2751187236353e-09 5.68848185461192e-09 9.45314826632989 RP11-278C7.5 ENSG00000275854.1
ENSG00000257556.1 0.653101788832431 0.956616491777224 5.99777654448616 3.32019750568785e-09 5.76480912238426e-09 9.43982191170584 RP11-44N21.1 ENSG00000257556.1
ENSG00000267152.1 -0.572232410307759 0.0742925275109828 -5.9908122614417 3.45778239539314e-09 5.9982340734276e-09 9.40024137462759 CTD-2528L19.6 ENSG00000267152.1
ENSG00000279140.1 -1.08273022513278 -0.52540942727349 -5.98428737097058 3.59172529896505e-09 6.22562997792431e-09 9.36319542044309 RP11-477I4.4 ENSG00000279140.1
ENSG00000270039.1 -0.51541541926073 0.417748790044534 -5.98368597039408 3.60432263226125e-09 6.24604586563051e-09 9.35978270623053 RP11-571M6.17 ENSG00000270039.1
ENSG00000275632.1 0.564360684401032 0.480900057702214 5.98098435345204 3.6614463047196e-09 6.34143544260871e-09 9.34445587054384 RP5-967N21.11 ENSG00000275632.1
ENSG00000255545.7 1.6225670988027 -0.820797047814584 5.97067805805605 3.91436993658689e-09 6.77026228828039e-09 9.27991562043983 RP11-627G23.1 ENSG00000255545.7
ENSG00000235663.1 1.45282978193917 -0.71986029195841 5.96430063323407 4.05588751590213e-09 7.00946686927461e-09 9.24517854201207 SAPCD1-AS1 ENSG00000235663.1
ENSG00000259661.1 -0.93601556751142 1.86982282717969 -5.87020151803331 6.98144974076698e-09 1.19383494894519e-08 8.71616467949261 AC068831.15 ENSG00000259661.1
ENSG00000272599.2 0.572205886308332 0.621632970809809 5.85825266997768 7.43240663945744e-09 1.26924172489559e-08 8.6547251056876 RP11-152N13.16 ENSG00000272599.2
ENSG00000259623.1 0.47794680345506 1.63540627268469 5.85302188390992 7.65797354519276e-09 1.30688428719002e-08 8.62561452391822 RP11-156E6.1 ENSG00000259623.1
ENSG00000203497.2 -0.538350973983015 0.839679394393905 -5.83867146811019 8.31161451401328e-09 1.41479222730722e-08 8.54587118340518 PDCD4-AS1 ENSG00000203497.2
ENSG00000237036.4 -0.589903891461486 1.0989943829909 -5.83291445984034 8.58884800371671e-09 1.46133031783068e-08 8.51392978672891 ZEB1-AS1 ENSG00000237036.4
ENSG00000272851.1 -1.71270300944287 -0.462435777991728 -5.82281355361337 9.1702922152124e-09 1.55869423669153e-08 8.45085343909096 RP11-801F7.1 ENSG00000272851.1
ENSG00000278922.1 -0.500596340559001 -0.0839068953010235 -5.81267165982499 9.63705469544339e-09 1.63675427943653e-08 8.40184275118383 AC002310.14 ENSG00000278922.1
ENSG00000272720.1 -0.67498290249166 0.227427897452678 -5.80611523533204 1.00025370835732e-08 1.69826046978195e-08 8.36561424417898 CTA-228A9.3 ENSG00000272720.1
ENSG00000254911.3 -0.934768510984999 0.783171591998639 -5.80464054710143 1.0121836527415e-08 1.71813303912002e-08 8.35437669818381 SCARNA9 ENSG00000254911.3
ENSG00000224870.6 0.511854508701101 3.12265950256103 5.79609477105314 1.05873477325868e-08 1.79513409113788e-08 8.31031587400545 RP4-758J18.2 ENSG00000224870.6
ENSG00000262050.1 -0.732795494498516 -0.140748111071628 -5.79420453757063 1.07013389888979e-08 1.8138769586182e-08 8.2998941924823 RP11-74E22.3 ENSG00000262050.1
ENSG00000269940.1 -0.515297395381213 1.72123616419579 -5.77453579043438 1.19607061979774e-08 2.02374193711341e-08 8.19163375141401 RP11-73M18.7 ENSG00000269940.1
ENSG00000261353.1 -0.849632481299232 1.4568086536884 -5.77291669210786 1.21090041492374e-08 2.04815232616273e-08 8.17992184936963 CTA-14H9.5 ENSG00000261353.1
ENSG00000271147.7 0.486653194788255 1.8562343209282 5.76755254263998 1.2441663068895e-08 2.10348631404182e-08 8.15327655354264 RP4-769N13.6 ENSG00000271147.7
ENSG00000196167.9 -0.757604309403158 0.667737788025283 -5.74552204716683 1.40856735044427e-08 2.37669449519161e-08 8.03254328820677 COLCA1 ENSG00000196167.9
ENSG00000263327.6 -0.584709842600868 -0.033813423416934 -5.73828021653224 1.467090688563e-08 2.47270671241062e-08 7.99294717082 TAPT1-AS1 ENSG00000263327.6
ENSG00000228223.2 -0.67147785712408 0.848695970514781 -5.73645454126557 1.48221414543048e-08 2.49736876392113e-08 7.98297205709614 HCG11 ENSG00000228223.2
ENSG00000272842.1 -0.580388698719092 0.636361412677584 -5.70040135659663 1.81393071739668e-08 3.04350122018108e-08 7.78657277824784 RP11-513M16.7 ENSG00000272842.1
ENSG00000261140.1 0.508679680595381 0.0965321243035477 5.6797220011876 2.03571377907608e-08 3.40849672920707e-08 7.6744278040248 RP11-20I23.6 ENSG00000261140.1
ENSG00000273361.1 -0.737510604718141 0.676710578386164 -5.67498323343786 2.09013632583245e-08 3.49885105350313e-08 7.64878123689468 RP11-378A13.2 ENSG00000273361.1
ENSG00000255139.1 -0.554795832755439 -0.062415362171274 -5.66641646354557 2.19213648364695e-08 3.66678092741603e-08 7.60246643495899 AP000442.1 ENSG00000255139.1
ENSG00000260267.1 0.449937809639889 0.433842686744839 5.65735708648736 2.30526835641522e-08 3.85390342762895e-08 7.55355738642567 RP11-452L6.5 ENSG00000260267.1
