term beta HR CI wald.test HR.pvalue
1 stageii 1.01587244451488 2.76177183930008 0.635410098470738-12.0038754667388 1.3550643287139 0.175397062485938
2 stageiii 1.66435154582237 5.28224684391402 1.23629113231786-22.5692241824361 2.24623947305361 0.0246886731388811
3 stageiv 2.79134667145708 16.3029597560871 3.85338754211852-68.9747641272723 3.79295728808667 0.000148863769451705
731 RPARP.AS1 0.13 1.1  (0.951-1.35) 1.98 0.159
732 RP11.248J18.2 0.081 1.1  (0.845-1.39) 0.41 0.522
733 RP11.73M18.7 0.017 1  (0.762-1.36) 0.01 0.909
734 MKNK1.AS1 -0.47 0.62  (0.13-2.99) 0.35 0.554
735 RP11.73M18.8 -0.024 0.98  (0.914-1.04) 0.53 0.468
736 RP11.95D17.1 -0.3 0.74  (0.424-1.29) 1.12 0.291
737 LL0XNC01.7P3.1 0.2 1.2  (0.862-1.73) 1.27 0.26
738 CTD.3092A11.2 0.14 1.1  (0.772-1.7) 0.46 0.499
739 SCARNA2 -0.017 0.98  (0.302-3.2) 0 0.978
740 GAS5.AS1 -0.11 0.89  (0.653-1.22) 0.52 0.471
741 AP000473.8 -0.51 0.6  (0.0455-7.98) 0.15 0.701
743 RP5.894A10.6 -0.012 0.99  (0.854-1.14) 0.03 0.873
744 RP11.793H13.11 0.22 1.2  (0.944-1.64) 2.42 0.12
745 RP11.258C19.7 0.032 1  (0.96-1.11) 0.74 0.389
746 HMGN3.AS1 -0.097 0.91  (0.476-1.73) 0.09 0.768
747 CAHM 0.38 1.5  (0.25-8.59) 0.18 0.671
748 RP11.326I11.5 -0.077 0.93  (0.711-1.21) 0.32 0.569
749 RP11.355F16.1 -0.082 0.92  (0.211-4.03) 0.01 0.913
750 RP11.348N5.7 -0.25 0.78  (0.393-1.55) 0.51 0.476
751 RP5.1092A3.4 0.07 1.1  (0.767-1.5) 0.17 0.681
752 RP11.373D23.2 -0.023 0.98  (0.911-1.05) 0.4 0.528
753 TSIX -4.9 0.0073  (4.27e-11-1250000) 0.26 0.611
754 RP1.142L7.9 -0.38 0.68  (0.202-2.32) 0.37 0.542
755 YTHDF3.AS1 0.033 1  (0.825-1.29) 0.08 0.773
756 RP11.355B11.2 0.016 1  (0.715-1.44) 0.01 0.93
757 RP11.2E11.9 -0.038 0.96  (0.766-1.21) 0.11 0.743
758 LPP.AS2 0.19 1.2  (0.502-2.89) 0.17 0.678
759 RP11.379H18.1 0.37 1.4  (1.16-1.79) 11.2 0.000837
760 RP11.171I2.4 -0.2 0.81  (0.306-2.17) 0.17 0.682
761 RP11.394I13.2 0.21 1.2  (0.802-1.92) 0.94 0.334
762 RP11.138A9.1 -0.95 0.39  (0.0812-1.84) 1.42 0.233
763 RP11.1109F11.5 0.03 1  (0.534-1.99) 0.01 0.929
764 TMCC1.AS1 0.14 1.2  (0.455-2.93) 0.09 0.763
765 RP11.1109F11.3 -0.042 0.96  (0.617-1.49) 0.03 0.852
766 RP11.710C12.1 2.4 11  (0.0805-1440) 0.91 0.341
767 RP3.368A4.6 -0.011 0.99  (0.951-1.03) 0.27 0.602
768 RP11.486G15.2 0.29 1.3  (0.549-3.28) 0.41 0.52
769 LINC00936 3 20  (5.92-69.1) 23 1.61e-06
770 RP11.326I11.3 0.36 1.4  (1.04-1.98) 4.82 0.0281
771 RP11.1017G21.5 0.19 1.2  (0.974-1.51) 2.97 0.0848
772 CTD.2310F14.1 -0.18 0.83  (0.423-1.63) 0.29 0.591
773 RP11.356B19.11 0.025 1  (0.838-1.25) 0.06 0.811
774 RP11.245J9.5 -0.2 0.82  (0.513-1.31) 0.68 0.41
775 RP11.214N9.1 0.22 1.2  (0.614-2.52) 0.37 0.544
776 LINC01215 0.72 2.1  (1.16-3.66) 6.04 0.014
777 RP11.97C16.1 0.03 1  (0.935-1.14) 0.37 0.542
778 AGAP11 -1.3 0.27  (0.000249-299) 0.13 0.716
779 RP4.635E18.8 0.023 1  (0.862-1.22) 0.07 0.791
780 CTD.2287O16.5 0.65 1.9  (1.15-3.22) 6.18 0.0129
781 RP11.338I21.1 -0.36 0.69  (0.251-1.92) 0.49 0.482
782 RP11.884K10.7 -0.12 0.89  (0.654-1.2) 0.6 0.439
783 RP11.285J16.1 -0.14 0.87  (0.472-1.59) 0.21 0.643
784 CTD.3025N20.3 0.012 1  (0.839-1.22) 0.01 0.903
785 RP1.199J3.7 -0.48 0.62  (0.154-2.47) 0.46 0.496
786 KB.431C1.5 -0.042 0.96  (0.752-1.22) 0.11 0.736
787 RP11.348P10.2 -0.65 0.52  (0.26-1.05) 3.36 0.0669
788 LA16c.380H5.5 -0.068 0.93  (0.85-1.03) 2 0.157
789 RP11.250B2.6 -0.44 0.64  (0.343-1.2) 1.93 0.165
790 RP11.465B22.8 0.011 1  (0.992-1.03) 1.19 0.276
791 FGF14.AS2 0.42 1.5  (1.14-2.05) 7.94 0.00483
792 CTD.2035E11.5 0.3 1.3  (0.828-2.18) 1.43 0.232
793 NFYC.AS1 -0.0011 1  (0.66-1.51) 0 0.996
794 RP1.286D6.5 0.2 1.2  (0.905-1.65) 1.71 0.191
795 RP11.477N3.1 0.18 1.2  (0.816-1.76) 0.85 0.357
796 CASC15 -0.26 0.77  (0.392-1.5) 0.6 0.439
797 RP5.855D21.1 0.029 1  (0.729-1.45) 0.03 0.871
798 RP11.111M22.4 0.098 1.1  (0.932-1.3) 1.31 0.253
799 RP11.53O19.3 0.041 1  (0.935-1.16) 0.56 0.454
800 RP11.722E23.2 -0.16 0.85  (0.659-1.1) 1.48 0.224
801 RP1.151F17.2 0.0082 1  (0.817-1.24) 0.01 0.939
802 RP11.140I16.3 0.063 1.1  (0.779-1.46) 0.16 0.692
803 RP1.30M3.5 0.15 1.2  (0.856-1.56) 0.9 0.344
804 RP3.329A5.8 -0.33 0.72  (0.198-2.61) 0.25 0.615
805 RP11.981G7.6 -0.68 0.5  (0.204-1.25) 2.2 0.138
806 RP11.180N14.1 0.42 1.5  (0.387-5.97) 0.36 0.549
807 LINC01023 0.042 1  (0.902-1.2) 0.32 0.574
808 RP11.324L17.1 1.9 6.6  (1.73-25.2) 7.62 0.00576
809 RP11.365H22.2 0.027 1  (0.52-2.03) 0.01 0.938
811 RP11.251G23.5 -0.18 0.83  (0.338-2.06) 0.15 0.694
812 RP11.554J4.1 0.26 1.3  (0.97-1.72) 3.06 0.0803
813 MAGI1.IT1 -1.2 0.31  (0.00474-20.2) 0.3 0.582
814 AFAP1.AS1 -0.0092 0.99  (0.952-1.03) 0.2 0.656
815 RP11.33O4.1 0.014 1  (0.914-1.13) 0.07 0.789
816 RP11.422P24.11 0.28 1.3  (0.715-2.42) 0.78 0.377
817 CTA.384D8.35 0.15 1.2  (0.929-1.46) 1.73 0.189
818 RP11.190A12.8 -0.013 0.99  (0.808-1.21) 0.02 0.896
819 RP3.508I15.21 0.071 1.1  (0.971-1.19) 1.93 0.165
821 ADIRF.AS1 0.08 1.1  (0.855-1.37) 0.44 0.509
822 RP11.378J18.8 -0.27 0.76  (0.365-1.58) 0.54 0.464
823 RP11.5C23.1 0.07 1.1  (0.825-1.39) 0.28 0.599
824 JMJD1C.AS1 -0.52 0.59  (0.213-1.66) 0.98 0.322
825 RP11.792A8.4 0.3 1.3  (0.947-1.91) 2.74 0.0978
826 RP3.428L16.2 0.096 1.1  (0.862-1.41) 0.6 0.44
827 RP11.513M16.7 0.024 1  (0.876-1.2) 0.09 0.765
828 RP11.798M19.6 0.83 2.3  (0.83-6.27) 2.56 0.11
829 LL22NC03.N14H11.1 0.36 1.4  (1.06-1.92) 5.6 0.018
830 RP11.533E19.7 0.26 1.3  (0.721-2.36) 0.77 0.38
831 RP11.330O11.3 0.38 1.5  (0.156-13.8) 0.11 0.739
832 RP11.134L10.1 -0.11 0.9  (0.364-2.21) 0.06 0.811
833 RP11.1275H24.2 0.088 1.1  (0.841-1.42) 0.43 0.51
834 CTA.390C10.10 -0.21 0.81  (0.383-1.71) 0.31 0.581
835 RP11.508N22.12 -0.96 0.38  (0.0283-5.2) 0.52 0.471
836 RP11.305K5.1 0.03 1  (0.89-1.19) 0.16 0.688
838 RP11.216L13.19 0.12 1.1  (1.01-1.27) 4.31 0.0379
839 RP11.416N2.4 -0.1 0.9  (0.653-1.25) 0.39 0.533
840 AC144652.1 0.24 1.3  (0.895-1.8) 1.78 0.182
841 RP11.127B20.2 0.061 1.1  (0.883-1.28) 0.42 0.518
842 RP11.108L7.15 0.25 1.3  (1.02-1.63) 4.57 0.0326
843 RP11.5C23.2 -0.036 0.96  (0.588-1.58) 0.02 0.886
845 CTB.119C2.1 -0.13 0.88  (0.651-1.19) 0.66 0.417
846 RP11.212P7.2 0.12 1.1  (0.691-1.85) 0.24 0.624
847 DGCR11 -0.6 0.55  (0.289-1.05) 3.31 0.0691
848 RP5.1136G13.2 0.5 1.6  (1-2.71) 3.84 0.0502
849 RP11.448A19.1 0.042 1  (0.668-1.63) 0.03 0.854
850 PAXIP1.AS1 0.07 1.1  (0.995-1.16) 3.33 0.0679
851 RP11.61L19.3 -0.13 0.88  (0.572-1.34) 0.38 0.54
852 RP11.804H8.6 0.49 1.6  (0.825-3.21) 1.98 0.16
853 RP5.1074L1.4 -0.012 0.99  (0.855-1.14) 0.02 0.876
854 RP5.1065J22.8 0.32 1.4  (0.184-10.3) 0.1 0.756
855 RP3.412A9.16 -0.048 0.95  (0.698-1.3) 0.09 0.763
856 FRMD6.AS1 1.1 3.1  (0.622-15.6) 1.91 0.167
857 LINC01138 0.16 1.2  (0.894-1.54) 1.34 0.247
858 UG0898H09 -1.2 0.29  (0.00332-25) 0.3 0.585
859 FLJ16779 0.3 1.3  (0.632-2.87) 0.6 0.439
860 FUT8.AS1 0.051 1.1  (0.543-2.04) 0.02 0.881
861 LINC00540 0.2 1.2  (1.04-1.43) 6.24 0.0125
862 LINC00869 0.038 1  (0.628-1.72) 0.02 0.882
863 TSC22D1.AS1 0.1 1.1  (0.686-1.79) 0.18 0.672
864 GLIDR 0.68 2  (0.74-5.27) 1.84 0.174
865 LINC00624 -0.13 0.87  (0.506-1.51) 0.23 0.632
866 EPB41L4A.AS2 0.33 1.4  (0.459-4.22) 0.34 0.558
867 HEIH 0.013 1  (0.952-1.08) 0.17 0.677
868 PWAR5 -0.71 0.49  (0.0773-3.15) 0.56 0.455
869 RBM12B.AS1 0.018 1  (0.778-1.33) 0.02 0.898
870 AGPAT4.IT1 -0.31 0.73  (0.256-2.09) 0.34 0.558
871 KLHL30.AS1 3.2 24  (0.000973-605000) 0.38 0.537
872 LINC01126 0.066 1.1  (0.562-2.03) 0.04 0.841
873 DNM1P41 20 7.3e+08  (7.51e-28-7.1e+44) 0.23 0.629
874 LINC01348 0.046 1  (0.711-1.54) 0.06 0.814
875 SH3PXD2A.AS1 0.053 1.1  (0.961-1.16) 1.24 0.265
876 EIF1B.AS1 0.08 1.1  (0.144-8.13) 0.01 0.938
877 LINC00294 0.14 1.1  (0.917-1.44) 1.45 0.228
878 ST3GAL4.AS1 0.19 1.2  (0.666-2.22) 0.4 0.526
879 CTBP1.AS -0.19 0.82  (0.436-1.55) 0.36 0.549
880 N4BP2L2.IT2 -0.061 0.94  (0.754-1.17) 0.3 0.585
881 TRG.AS1 0.12 1.1  (0.441-2.86) 0.06 0.808
882 NPTN.IT1 -0.13 0.88  (0.655-1.18) 0.73 0.393
883 LINC00950 -0.056 0.95  (0.312-2.86) 0.01 0.92
884 SLFNL1.AS1 -0.25 0.78  (0.288-2.11) 0.24 0.624
885 LINC00997 0.14 1.2  (0.917-1.46) 1.5 0.221
886 ARRDC3.AS1 -0.019 0.98  (0.49-1.97) 0 0.958
887 SNHG4 0.01 1  (0.918-1.11) 0.04 0.835
888 BLACAT1 0.0061 1  (0.932-1.09) 0.02 0.877
889 SEPSECS.AS1 -0.15 0.86  (0.43-1.74) 0.17 0.684
890 EBLN3 0.02 1  (0.963-1.08) 0.46 0.5
891 LINC01012 0.67 2  (0.724-5.26) 1.75 0.186
892 LINC01144 0.83 2.3  (1.03-5.15) 4.09 0.0432
